x,Char_Func_1,Char_Func_2,Char_Func_3,Char_Func_4,Char_Func_5,Char_Func_6
0,0.999999999999999999999999999999999999999999999999999999999999,1.00000000000000000000000000000000000000000000000000000000000,1.00000000000000000000000000000000000000000000000000000000000,1.00000000000000000000000000000000000000000000000000000000000,1.00000000000000000000000000000000000000000000000000000000000,1.00000000000000000000000000000000000000000000000000000000000
0.00222334936559787218687822551999033748870715498924255371093750,0.941707199595080658502958306237911181498915983834416515978490,0.406198542622682650637487358884974183969751589519356850109278,0.740592745570606049279009883571304223881453606935557770168837,0.258885389575458040436483165086370006091784740972718247268187,0.472007211586430860527897819573956755439827036509374475688388,0.990039787900062771764191603589611599803790207480649672980722
0.00444669873119574437375645103998067497741430997848510742187500,0.786436321065665980396322138280355521072379357362096981708964,0.0272240944970305182215841436861839899635804994648837496907057,0.300827693927711389128313216164515305936417979073469160611577,0.00449190088987855365295762698651738851459307925594727483160543,0.0496357440355414721853672223053499460400273358726388280347801,0.960750443948264017427273534558714997810293069960410240043979
0.00667004809679361612695380756576923886314034461975097656250000,0.582429034234468256787691319609708297736100638315185524909395,0.000301054586527511172949520942102832856397172752197971187733239,0.0670216449356367021897111170148681564225511118058775808617608,0.00000522357544913050186990771566648000282605975324221023215802393,0.00116288751181055703089789263521651153347819377137162627602955,0.913847727270914121178837191768042348586949365686501366475227
0.00889339746239148874751290207996134995482861995697021484375000,0.382520092052809489024571753593829337304138728249081693904257,0.000000549305280891673064526598884959339823613584640937449179536519,0.00818976156681178867079427030731154987194339605401084375164619,0.000000000407118334665798283940017259923549716765796300539435653732513,0.00000606985260541833899425999099482588802343725513995011095501192,0.852005454814615209181375216540068431044129574191807733243612
0.0111167468279893613680719965941534610465168952941894531250000,0.222790807789597685087445301886615389468692238920271075723894,0.000000000165370874216220553349384147734605474682775529053196177866205,0.000548891291838382904953944294450422340709494208794465097861983,0.00000000000000212661333785115027089691497495584000982856471095428309310241,0.00000000705855579337174251397328365980394631369524750316313799356960,0.778603248504757599996470876176568190969890899887266345906898
0.0133400961935872322539076151315384777262806892395019531250000,0.115072637173262591074286571417149911442389111979439271922640,0.00000000000000821449731612341520307731165147425660096572357346357991606740,0.0000201771736044917705571328105713854843764332006248387860940261,7.44511633146754407310564111537748330495204377466911515235496e-22,0.00000000000182873520977118055689839810808211957208106766931718092750606,0.697421520471727530797734964848433238581225324783376112845732
0.0155634455591851048744667096457305888179689645767211914062500,0.0527082558749514420052142702799907784370237793206180614461522,6.73255149131351956694257751290715839075889834758381274213061e-20,0.000000406811506131997452292973496900050203035112328120536573112082,1.74690595562105683627735808668330013610882826495246308318422e-29,0.000000000000000105556035300148668397241251485824459036277479508551353849882,0.612321874323858092285033565324166607279720267943691754136512
0.0177867949247829774950258041599226999096572399139404296875000,0.0214100167205887230304557241652356903749381280737542483832997,9.10447896778618929427788547105323518967718141861092513541271e-26,0.00000000449867927789337807713270209812701503723318465601720956296226,2.74715172083093654759982450564645669777691304671404129521219e-38,1.35741480247895262159857030340891464071436805747788048205368e-21,0.526950111906914884544989726686832403874530293347153817834793
0.0200101442903808483808614226973077165894210338592529296875000,0.00771235743043375445456298397220720819941761240481207474604209,2.03145512009922414381806184537380122218061833531383699388181e-32,0.0000000000272857404727589243284141016402446403671290786570404573625040,2.89541518804169196055176904778722715189513859265198940451191e-48,3.88901268849744109635370748609101724367436306677824973421416e-27,0.444492589411740561230251598059477293554630655886434367912117
0.0222334936559787227361439931883069220930337905883789062500000,0.00246370708596178967629027690403131453704333622907689258143820,7.47887180455808924134353344237075678185517336060241992327620e-40,0.0000000000000907706327809840265888461522533679881264130360649492282724277,2.04553832019211385172418741874378914093466743052010363180951e-59,2.48235224355782977863207120238894734341314100210512431899020e-33,0.367506348258867506508572302693088829325415280191938494640965
0.0244568430215765936219796117256919387727975845336914062500000,0.000697947535147670219042252682637393455977206905481903328051671,4.54298881678412025317592275512731047657412798060875070779215e-48,0.000000000000000165620422899344067151365111884083009660395031101648098435866,-7.55438397264191247982342320651385519687809964184324118478261e-63,3.53008142628187820495754256457610084617830461506770196712439e-40,0.297831386290656397903774644652668194599949636438852066927215
0.0266801923871744645078152302630769554525613784790039062500000,0.000175342932083075490986241138350121805630373964413972427878586,4.55329563267492493159594375525034542128101268816197747523534e-57,0.000000000000000000165745338421053864763579821282766494294645261799277027378839,-1.88859599316047811995585580162846379921952491046081029619565e-62,1.11841583365898991455072525140129452309090191337400960122347e-47,0.236581824887177574614116454369797845692523239724329798099437
0.0289035417527723388630978007540761609561741352081298828125000,0.0000390647934789849016904416136876721076797394656817431737521474,-3.70087721080640026626699876374533670068346585265277875952695e-62,9.09761729221216188621166042288177205555520997091751333946540e-23,2.07745559247652593195144138179131017914147740150689132581522e-62,7.89440165272600360170807218341321959682426883060817653809663e-56,0.184203377394340126997446587502852090889140603802847347205543
0.0311268911183702097489334192914611776359379291534423828125000,0.00000771817430455570412783288602582804034600268503693502959827387,1.38782895405240009985012453640450126275629969474479203482261e-62,2.73887941229247845747302164300582900326249827297524991987186e-26,-1.13315759589628687197351348097707827953171494627648617771739e-62,4.22302902274055696410371100171112217077697524786200723725119e-63,0.140578562165973887221078159184439641442917389900066946234776
0.0333502404839680841042159897824603831395506858825683593750000,0.00000135230736512494461577370436029701911463738004074783942692980,1.85043860540320013313349938187266835034173292632638937976347e-62,4.52248428872641060548554145944010009133538761295025315583862e-30,7.55438397264191247982342320651385519687809964184324118478261e-63,-4.22302902274055696410371100171112217077697524786200723725119e-62,0.105158867951856477120090270796069521634047757251765990541281
0.0355735898495659549900516083198453998193144798278808593750000,0.000000210120306611777153879024654824317200838471335174346354142729,-4.62609651350800033283374845468167087585433231581597344940869e-62,4.09581308683958222585031322503959895263751455215273868841708e-34,0,2.53381741364433417846222660102667330246618514871720434235071e-62,0.0771041944676553112598579842231460500002675095545186555730589
0.0377969392151638258758872268572304164990782737731933593750000,0.0000000289529232987004087279177558576649921221936963194380467588203,-1.85043860540320013313349938187266835034173292632638937976347e-62,2.03452063542921052478462733618580941207444199008553375905042e-38,-1.51087679452838249596468464130277103937561992836864823695652e-62,0,0.0554134772352352766359167131152266047781541127784760161579892
0.0400202885807616967617228453946154331788420677185058593750000,0.00000000353792478096082402326671922337070152692275503906628215297879,-9.25219302701600066566749690936334175170866463163194689881737e-63,5.54297571890847415889894107980480620139595985559193809273320e-43,-3.77719198632095623991171160325692759843904982092162059239130e-63,-2.53381741364433417846222660102667330246618514871720434235071e-62,0.0390353519326683248864014683758085678306395444822997077776301
0.0422436379463595745864523678392288275063037872314453125000000,0.000000000383386266841940555012358201479494522413326247595337059820199,6.89288380512692049592228519747568960502295515056580043961894e-61,8.28290652939125426440525841177465161485915867532453069698321e-48,-7.55438397264191247982342320651385519687809964184324118478261e-63,3.37842321819244557128296880136889773662158019828960578980095e-62,0.0269529367416113463455668400279939099342610486976416007205509
0.0444669873119574454722879863766138441860675811767578125000000,0.0000000000368431106515037290327106916199836021781520625850026430851154,1.41787315937535269233742286375319543698398689956835847524988e-51,6.78861926160931693765896562971268345466832853108841222894622e-53,2.07745559247652593195144138179131017914147740150689132581522e-62,1.68921160909622278564148440068444886831079009914480289490047e-62,0.0182414510336137056634765650674472783132536865721578671977012
0.0466903366775553163581236049139988608658313751220703125000000,0.00000000000313984211342558182193231170671573323694160279104419429393317,4.79889352206208412180850895786621296839662672045657012998583e-43,3.05163844465544770885155142613225935176947757586561574042818e-58,-2.64403439042466936793819812227984931890733487464513441467391e-62,-1.68921160909622278564148440068444886831079009914480289490047e-62,0.0121009082573750095352596513446181937124062032711778864843216
0.0489136860431531872439592234513838775455951690673828125000000,0.000000000000237296379110075170435621465103178355896260041922161313756311,2.67991838607070129398059884196516972138221717920746933838598e-35,-2.13670245389682657110457318732128508035952778032881651059248e-62,-1.13315759589628687197351348097707827953171494627648617771739e-62,3.37842321819244557128296880136889773662158019828960578980095e-62,0.00786831706114485762017587517476352693930338856703929630561138
0.0511370354087510581297948419887688942253589630126953125000000,0.0000000000000159039936652277173461724312417242483804652702652593258118152,2.46932779232054454865313387482957750459080379281647661805489e-28,1.60252684042261992832842989049096381026964583524661238294436e-62,1.88859599316047811995585580162846379921952491046081029619565e-63,0,0.00501477015285569331647707960677930001472060982477490371627256
0.0533603847743489290156304605261539109051227569580078125000000,0.000000000000000945263869219009094228312601990122190947209047183014035216091,3.75415882708934233782810018676084025226144139358382192819350e-22,0,-1.13315759589628687197351348097707827953171494627648617771739e-62,9.29066385002922532102816420376446877570934554529641592195261e-62,0.00313274834842740902148727685046048326464093870255842480865713
0.0555837341399468068403599829707673052325844764709472656250000,0.0000000000000000498232098881417894001592021449779499906511622344276253869051,0.0000000000000000941723183466683359410027798026727392325590542879253187941923,2.67087806737103321388071648415160635044940972541102063824060e-62,-2.64403439042466936793819812227984931890733487464513441467391e-62,3.77293100366983485400706286365267839612680985926423677138135e-53,0.00191825034049403952165685010963619735388426100305515844762848
0.0578070835055446777261956015081523219123482704162597656250000,0.00000000000000000232885329269851893001084803491296525267853512952744262259942,0.00000000000389771969501303677132714107959355153598047821134052910868196,2.13670245389682657110457318732128508035952778032881651059248e-62,-3.77719198632095623991171160325692759843904982092162059239130e-63,3.30590323359716039865191697880618630884104242959529054072521e-45,0.00115130490554455437896813232075913175173049353830601008851203
0.0600304328711425486120312200455373385921120643615722656250000,9.65348973854390197215026586130637834480828670493922742640091e-20,0.0000000266179537941142015767434336998385878473393446226789705885560,1.60252684042261992832842989049096381026964583524661238294436e-62,-3.39947278768886061592054044293123483859514483882945853315217e-62,6.45355000264576009398669860936688057131020232083932985755740e-38,0.000677299450427145958937891084678444789400454401222609526382910
0.0622537822367404194978668385829223552718758583068847656250000,3.54861046695438909981018708248863700492938768486161555079172e-21,0.0000299926922898436879246529872808557709320060256873473517604223,1.86961464715972324971650153890612444531458680778771444676842e-62,0,2.80675490048823685006069888677546984204119689864018594675701e-31,0.000390549771637470175435271747295776453163224259419764277342188
0.0644771316023382973225963610275357495993375778198242187500000,1.15681550413189599671227084137072024282660964894313237192121e-22,0.00557613087985008170428982853221730904820133934573704007556683,-1.60252684042261992832842989049096381026964583524661238294436e-62,-3.39947278768886061592054044293123483859514483882945853315217e-62,2.71961587734647869058327675106186389731217515401206553395732e-25,0.000220738125439157855565129366124854411614630696247546558450906
0.0667004809679361682084319795649207662791013717651367187500000,3.34427246745680614332568734966554571063164605014373748980103e-24,0.171051618297528992040634662526461931297513924949865022538075,1.86961464715972324971650153890612444531458680778771444676842e-62,-7.55438397264191247982342320651385519687809964184324118478261e-63,5.87094368374302419189185606396138030554229233108854623353134e-20,0.000122287934297349134369938047806606364260722517703356017559450
0.0689238303335340390942675981023057829588651657104492187500000,8.57375339252622420803734179219855338390639377149643626512837e-26,0.865761238262647563780003997210322476127342978910383915122040,2.67087806737103321388071648415160635044940972541102063824060e-63,3.77719198632095623991171160325692759843904982092162059239130e-63,0.00000000000000282361531736835593382296347582453752675516172172379377888142,0.0000664041412377877861021986342667569765646856163907653195323165
0.0711471796991319099801032166396907996386289596557617187500000,1.94927046932550670624210017092475940623129333638121407173259e-27,0.723012506895234019497653614748049859419865760977347636860048,-5.34175613474206642776143296830321270089881945082204127648120e-63,-3.77719198632095623991171160325692759843904982092162059239130e-62,0.0000000000302552267402258291637742763277873085942534340311231327705478,0.0000353437004088031859256222243093445459584758695545733413417993
0.0733705290647297808659388351770758163183927536010742187500000,3.93011266606937248884167883116209362388730317854012175910770e-29,0.0996254288492717073374079086220513592243667052698247943851258,5.34175613474206642776143296830321270089881945082204127648120e-63,-1.88859599316047811995585580162846379921952491046081029619565e-62,0.0000000722258335972202985054851946590246882034819224461064797506155,0.0000184388642412154637592576283733603428591756175835711826627762
0.0755938784303276517517744537144608329981565475463867187500000,7.02699556255354963001328765033011766519030795778460225601256e-31,0.00226501623686840258871052962531142016399467243227463960434543,1.60252684042261992832842989049096381026964583524661238294436e-62,1.13315759589628687197351348097707827953171494627648617771739e-62,0.0000384133322023279521740135914452193523558086026511850192706358,0.00000942891266711067745857615060314205795196948688067998865065513
0.0778172277959255226376100722518458496779203414916992187500000,1.11420765882862683324205727067157454456565233770968388888903e-32,0.00000849667794333871253146676732821700503897035418351113368707624,-4.80758052126785978498528967147289143080893750573983714883308e-62,-3.77719198632095623991171160325692759843904982092162059239130e-63,0.00455164800732343889848529619901838417308486715042825452277362,0.00000472600695652379127892010299693881818535413243333399434002838
0.0800405771615233935234456907892308663576841354370117187500000,1.56673079900899463703984379080301039775315182658117713516761e-34,0.00000000525900660716664251229891914107019832012446486460091575815658,2.67087806737103321388071648415160635044940972541102063824060e-62,-1.51087679452838249596468464130277103937561992836864823695652e-62,0.120157981689024854177838755290730238702812924763217773141981,0.00000232184057737161246207817812454345873610851782332832940111370
0.0822639265271212644092813093266158830374479293823242187500000,1.95368437848431341693199925179625210983013416726495359564637e-36,0.000000000000537075074700182945941772599094287357803131281957214469114505,-1.60252684042261992832842989049096381026964583524661238294436e-62,9.44297996580239059977927900814231899609762455230405148097826e-63,0.706697977480407357849206388856537127434737145878018308485314,0.00000111808735020389546778068844061243786327499966960180866626889
0.0844872758927191491729047356784576550126075744628906250000000,2.16045989273946828216895493926040383292341655780656816528123e-38,0.00000000000000000904988374710111497514766129440477323917853449184120143139897,0,0,0.926002885816600673356174150213208891132060438160398596394452,0.000000527745292479799667807522879565581633407332092242906745994562
0.0867106252583170200587403542158426716923713684082031250000000,2.11870159866791221830050401965142960937060072520922945126172e-40,2.51609899941155013134384648112083583220046128703986958449677e-23,2.93796587410813653526878813256676698549435069795212270206466e-62,-1.13315759589628687197351348097707827953171494627648617771739e-62,0.270326175399337794364792450476291276742997891679155111844012,0.000000244162126681082818847480994139588470470258849262989061650068
0.0889339746239148909445759727532276883721351623535156250000000,1.84257494598896014498175272371144215471426679267560309510081e-42,1.15422153105113694967277690268181627073195496817080816594967e-29,-5.34175613474206642776143296830321270089881945082204127648120e-63,5.66578797948143435986756740488539139765857473138243088858695e-63,0.0175817106356892289868271609398980566638006125598526796304668,0.000000110722919082991100392023726235636796174785612280496738901159
